anime_name,character_name,gender,affiliation,role,devil_fruit,haki,fighting_style,major_arcs,school,position,school_year,special_roles,trait,question,category,difficulty,source_note
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,observation haki,Does your character use Observation Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,uses haki,Does your character use Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,role admiral,Is your character a admiral?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,signature issho fujitora,Is your character the blind Marine admiral who controls gravity through the Zushi Zushi no Mi?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,affiliation wano,Is your character affiliated with Wano?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,affiliation whitebeard pirates,Is your character affiliated with Whitebeard Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,arc marineford,Is your character shown during the Marineford arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,fighting style two pistols,Does your character use two pistols?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,armament haki,Does your character use Armament Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,observation haki,Does your character use Observation Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,uses haki,Does your character use Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,role pirate commander and samurai,Is your character a pirate commander and samurai?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Izo,Male,Whitebeard Pirates / Wano,pirate commander and samurai,,Armament Haki;Observation Haki,two pistols,Marineford;Wano,,,,,signature izo,Is your character the Wano-born Whitebeard commander who fights with two pistols?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,affiliation former black cat pirates,Is your character affiliated with former Black Cat Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,affiliation marines,Is your character affiliated with Marines?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,arc marineford,Is your character shown during the Marineford arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,saga east blue,Is your character shown during the East Blue saga?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,fighting style chakram and hypnosis,Does your character use chakram and hypnosis?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,role marine officer and hypnotist,Is your character a marine officer and hypnotist?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jango,Male,Marines / former Black Cat Pirates,marine officer and hypnotist,,,chakram and hypnosis,East Blue;Marineford,,,,,signature jango,Is your character a hypnotist who left the Black Cat Pirates and later joined the Marines?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jean Bart,Male,Heart Pirates,helmsman and former captain,,,physical combat,Sabaody;Wano,,,,,affiliation heart pirates,Is your character affiliated with Heart Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jean Bart,Male,Heart Pirates,helmsman and former captain,,,physical combat,Sabaody;Wano,,,,,arc sabaody archipelago,Is your character shown during the Sabaody Archipelago arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jean Bart,Male,Heart Pirates,helmsman and former captain,,,physical combat,Sabaody;Wano,,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jean Bart,Male,Heart Pirates,helmsman and former captain,,,physical combat,Sabaody;Wano,,,,,fighting style physical combat,Does your character use physical combat?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jean Bart,Male,Heart Pirates,helmsman and former captain,,,physical combat,Sabaody;Wano,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jean Bart,Male,Heart Pirates,helmsman and former captain,,,physical combat,Sabaody;Wano,,,,,role helmsman and former captain,Is your character a helmsman and former captain?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jean Bart,Male,Heart Pirates,helmsman and former captain,,,physical combat,Sabaody;Wano,,,,,signature jean bart,Is your character the very large former slave who became the Heart Pirates’ helmsman?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,affiliation bonney pirates,Is your character affiliated with Bonney Pirates?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,arc egghead,Is your character shown during the Egghead arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,arc sabaody archipelago,Is your character shown during the Sabaody Archipelago arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,devil fruit toshi toshi no mi,Does your character use Toshi Toshi no Mi?,devil fruit,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,fighting style age manipulation,Can your character manipulate age?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,gender female,Is your character female?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,role pirate captain,Is your character a pirate captain?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jewelry Bonney,Female,Bonney Pirates,Pirate Captain,Toshi Toshi no Mi,None,Age manipulation,"Sabaody, Egghead",,,,,signature jewelry bonney,Is your character the female captain of the Bonney Pirates who manipulates age?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,affiliation straw hat pirates,Is your character affiliated with Straw Hat Pirates?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,arc fish-man island,Is your character shown during the Fish-Man Island arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,fighting style fishman karate,Does your character use Fish-Man Karate?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,gender male,Is your character male?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,armament haki,Does your character use Armament Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,observation haki,Does your character use Observation Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,uses haki,Does your character use Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,role helmsman,Is your character a helmsman?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,signature jinbe,Is your character the fish-man helmsman of the Straw Hat Pirates who uses Fish-Man Karate?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Jinbe,Male,Straw Hat Pirates,Helmsman,None,"Armament, Observation",Fishman Karate,"Fishman Island, Wano",,,,,species fishman,Is your character a fish-man?,species,easy,User-provided One Piece table dated 2025-11-02
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,affiliation whitebeard pirates,Is your character affiliated with Whitebeard Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,arc marineford,Is your character shown during the Marineford arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,devil fruit kira kira no mi,Does your character use Kira Kira no Mi?,devil fruit,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,fighting style diamond body,Does your character use diamond body?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,armament haki,Does your character use Armament Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Jozu,Male,Whitebeard Pirates,pirate commander,Kira Kira no Mi,Armament Haki;Observation Haki,diamond body,Marineford,,,,,observation haki,Does your character use Observation Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
